PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"38003704","Green Synthesis of Silver Nanoparticles Using Jacobaea maritima and the Evaluation of Their Antibacterial and Anticancer Activities","Althubiti AA, Alsudir SA, Alfahad AJ, Alshehri AA, Bakr AA, Alamer AA, Alrasheed RH, Tawfik EA.","Int J Mol Sci. 2023 Nov 20;24(22):16512. doi: 10.3390/ijms242216512.","Althubiti AA","Int J Mol Sci","2023","2023/11/25","PMC10671674","","10.3390/ijms242216512"
"35364443","Synthesis of phytonic silver nanoparticles as bacterial and ATP energy silencer","Huang L, Chen R, Luo J, Hasan M, Shu X.","J Inorg Biochem. 2022 Jun;231:111802. doi: 10.1016/j.jinorgbio.2022.111802. Epub 2022 Mar 18.","Huang L","J Inorg Biochem","2022","2022/04/01","","","10.1016/j.jinorgbio.2022.111802"
"36420909","Synthesis and Characterization of Eugenia uniflora L. Silver Nanoparticles and L-Cysteine Sensor Application","Lopes IS, Cassas F, Veiga TAM, de Oliveira Silva FR, Courrol LC.","Chem Biodivers. 2023 Jan;20(1):e202200787. doi: 10.1002/cbdv.202200787. Epub 2022 Dec 13.","Lopes IS","Chem Biodivers","2023","2022/11/24","","","10.1002/cbdv.202200787"
"37594180","Green synthesis of silver nanoparticles mediated Azadirachta indica extract and study of their characterization, molecular docking, and antibacterial activity","Gawai AA, Kharat AR, Chorge SS, Dhawale SA.","J Mol Recognit. 2023 Oct;36(10):e3051. doi: 10.1002/jmr.3051. Epub 2023 Aug 18.","Gawai AA","J Mol Recognit","2023","2023/08/18","","","10.1002/jmr.3051"
"31914911","Green Synthesis of Silver Nanoparticles Using Artocarpus hirsutus Seed Extract and its Antibacterial Activity","Shobana S, Veena S, Sameer SSM, Swarnalakshmi K, Vishal LA.","Curr Pharm Biotechnol. 2020;21(10):980-989. doi: 10.2174/1389201021666200107115849.","Shobana S","Curr Pharm Biotechnol","2020","2020/01/10","","","10.2174/1389201021666200107115849"
"34347920","Green synthesis and characterization of silver nanoparticles using Pteris vittata extract and their therapeutic activities","Jha AK, Zamani S, Kumar A.","Biotechnol Appl Biochem. 2022 Aug;69(4):1653-1662. doi: 10.1002/bab.2235. Epub 2021 Sep 2.","Jha AK","Biotechnol Appl Biochem","2022","2021/08/04","","","10.1002/bab.2235"
"37534437","A systematic review on antimicrobial activities of green synthesised Selaginella silver nanoparticles","Wadhwa K, Kaur H, Kapoor N, Ghorai SM, Gupta R, Sahgal A.","Expert Rev Mol Med. 2023 Aug 3;25:e27. doi: 10.1017/erm.2023.21.","Wadhwa K","Expert Rev Mol Med","2023","2023/08/03","PMC10752228","","10.1017/erm.2023.21"
"35489468","Synthesis of mesoporous antimicrobial herbal nanomaterial-carrier for silver nanoparticles and antimicrobial sensing","Moradi N, Taghizadeh SM, Hadi N, Ghanbariasad A, Berenjian A, Khoo KS, Varjani S, Show PL, Ebrahiminezhad A.","Food Chem Toxicol. 2022 Jul;165:113077. doi: 10.1016/j.fct.2022.113077. Epub 2022 Apr 27.","Moradi N","Food Chem Toxicol","2022","2022/04/30","","","10.1016/j.fct.2022.113077"
"35005954","Green Synthesis of Silver-Peptide Nanoparticles Generated by the Photoionization Process for Anti-Biofilm Application","Seferji KA, Susapto HH, Khan BK, Rehman ZU, Abbas M, Emwas AH, Hauser CAE.","ACS Appl Bio Mater. 2021 Dec 20;4(12):8522-8535. doi: 10.1021/acsabm.1c01013. Epub 2021 Nov 23.","Seferji KA","ACS Appl Bio Mater","2021","2022/01/10","","","10.1021/acsabm.1c01013"
"34114200","A Review on Green Synthesis, Characterization and Anticancer Application of Metallic Nanoparticles","Thakur PK, Verma V.","Appl Biochem Biotechnol. 2021 Jul;193(7):2357-2378. doi: 10.1007/s12010-021-03598-6. Epub 2021 Jun 10.","Thakur PK","Appl Biochem Biotechnol","2021","2021/06/11","","","10.1007/s12010-021-03598-6"
"37298231","Comparative Characterization of Iron and Silver Nanoparticles: Extract-Stabilized and Classical Synthesis Methods","Akhatova F, Konnova S, Kryuchkova M, Batasheva S, Mazurova K, Vikulina A, Volodkin D, Rozhina E.","Int J Mol Sci. 2023 May 25;24(11):9274. doi: 10.3390/ijms24119274.","Akhatova F","Int J Mol Sci","2023","2023/06/10","PMC10252514","","10.3390/ijms24119274"
"35843321","Toxicity of synthesized silver nanoparticles in a widespread fish: A comparison between green and chemical","Younas W, Khan FU, Zaman M, Lin D, Zuberi A, Wang Y.","Sci Total Environ. 2022 Nov 1;845:157366. doi: 10.1016/j.scitotenv.2022.157366. Epub 2022 Jul 14.","Younas W","Sci Total Environ","2022","2022/07/17","","","10.1016/j.scitotenv.2022.157366"
"35613679","Synthesis of silver nanoparticles from red and green parts of the pistachio hulls and their various in-vitro biological activities","Gonca S, Özidemir S, Isik Z, M'barek I, Shaik F, Dizge N, Balakrishnan D.","Food Chem Toxicol. 2022 Jul;165:113170. doi: 10.1016/j.fct.2022.113170. Epub 2022 May 22.","Gonca S","Food Chem Toxicol","2022","2022/05/25","","","10.1016/j.fct.2022.113170"
"37087804","Anti-cancer activity of green synthesized silver nanoparticles using Ardisia gigantifolia leaf extract against gastric cancer cells","Le TTH, Ngo TH, Nguyen TH, Hoang VH, Nguyen VH, Nguyen PH.","Biochem Biophys Res Commun. 2023 Jun 18;661:99-107. doi: 10.1016/j.bbrc.2023.04.037. Epub 2023 Apr 14.","Le TTH","Biochem Biophys Res Commun","2023","2023/04/23","","","10.1016/j.bbrc.2023.04.037"
"37030419","Biohydrogen production via green silver nanoparticles synthesized through biomass of Ulva lactuca bloom","Dogmaz S, Cavas L.","Bioresour Technol. 2023 Jul;379:129028. doi: 10.1016/j.biortech.2023.129028. Epub 2023 Apr 6.","Dogmaz S","Bioresour Technol","2023","2023/04/08","","","10.1016/j.biortech.2023.129028"
"35735785","Ultra-sonication-enhanced green synthesis of silver nanoparticles using Barleria buxifolia leaf extract and their possible application","Sekar V, Balakrishnan C, Kathirvel P, Swamiappan S, Alshehri MA, Sayed S, Panneerselvam C.","Artif Cells Nanomed Biotechnol. 2022 Dec;50(1):177-187. doi: 10.1080/21691401.2022.2084100.","Sekar V","Artif Cells Nanomed Biotechnol","2022","2022/06/23","","","10.1080/21691401.2022.2084100"
"36615473","Algal-Derived Synthesis of Silver Nanoparticles Using the Unicellular ulvophyte sp. MBIC10591: Optimisation, Characterisation, and Biological Activities","Hamida RS, Ali MA, Alkhateeb MA, Alfassam HE, Momenah MA, Bin-Meferij MM.","Molecules. 2022 Dec 29;28(1):279. doi: 10.3390/molecules28010279.","Hamida RS","Molecules","2022","2023/01/08","PMC9821890","","10.3390/molecules28010279"
"36482125","Mycosynthesis of silver nanoparticles: a review","Beltrán Pineda ME, Lizarazo Forero LM, Sierra YCA.","Biometals. 2023 Aug;36(4):745-776. doi: 10.1007/s10534-022-00479-1. Epub 2022 Dec 9.","Beltrán Pineda ME","Biometals","2023","2022/12/09","","","10.1007/s10534-022-00479-1"
"36125078","Green synthesis, characterization, and antibacterial activity of silver nanoparticles using stem extract of Zanthoxylum armatum","Habib U, Ahmad Khan A, Rahman TU, Zeb MA, Liaqat W.","Microsc Res Tech. 2022 Dec;85(12):3830-3837. doi: 10.1002/jemt.24231. Epub 2022 Sep 20.","Habib U","Microsc Res Tech","2022","2022/09/20","","","10.1002/jemt.24231"
"37612338","Recycling of silver nanoparticles from electronic waste via green synthesis and application of AgNPs-chitosan based nanocomposite on textile material","Mondal MS, Paul A, Rhaman M.","Sci Rep. 2023 Aug 23;13(1):13798. doi: 10.1038/s41598-023-40668-7.","Mondal MS","Sci Rep","2023","2023/08/23","PMC10447510","","10.1038/s41598-023-40668-7"
"32715864","Green synthesis of silver nanoparticles for application in cosmetics","Arroyo GV, Madrid AT, Gavilanes AF, Naranjo B, Debut A, Arias MT, Angulo Y.","J Environ Sci Health A Tox Hazard Subst Environ Eng. 2020;55(11):1304-1320. doi: 10.1080/10934529.2020.1790953. Epub 2020 Jul 27.","Arroyo GV","J Environ Sci Health A Tox Hazard Subst Environ Eng","2020","2020/07/28","","","10.1080/10934529.2020.1790953"
"31359793","Green synthesis of silver nanoparticles from Alpinia officinarum mitigates cisplatin-induced nephrotoxicity via down-regulating apoptotic pathway in rats","Zhang Z, Xin G, Zhou G, Li Q, Veeraraghavan VP, Krishna Mohan S, Wang D, Liu F.","Artif Cells Nanomed Biotechnol. 2019 Dec;47(1):3212-3221. doi: 10.1080/21691401.2019.1645158.","Zhang Z","Artif Cells Nanomed Biotechnol","2019","2019/07/31","","","10.1080/21691401.2019.1645158"
"36587179","Dose-dependent biological toxicity of green synthesized silver nanoparticles in rat's brain","Tareq M, Khadrawy YA, Rageh MM, Mohammed HS.","Sci Rep. 2022 Dec 31;12(1):22642. doi: 10.1038/s41598-022-27171-1.","Tareq M","Sci Rep","2022","2022/12/31","PMC9805464","","10.1038/s41598-022-27171-1"
"34453485","Green synthesis and characterization of Solanum xanthocarpum capped silver nanoparticles and its antimicrobial effect on multidrug-resistant bacterial (MDR) isolates","Pungle R, Nile SH, Kharat AS.","Chem Biol Drug Des. 2023 Mar;101(3):469-478. doi: 10.1111/cbdd.13945. Epub 2021 Oct 1.","Pungle R","Chem Biol Drug Des","2023","2021/08/28","","","10.1111/cbdd.13945"
"37839599","Green synthesis of aminated hyaluronic acid-based silver nanoparticles on modified titanium dioxide surface: Influence of size and chemical composition on their biological properties","Stoian M, Kuncser A, Neatu F, Florea M, Popa M, Voicu SN, Chifiriuc MC, Hanganu A, Anghel ME, Tudose M.","Int J Biol Macromol. 2023 Dec 31;253(Pt 7):127445. doi: 10.1016/j.ijbiomac.2023.127445. Epub 2023 Oct 14.","Stoian M","Int J Biol Macromol","2023","2023/10/15","","","10.1016/j.ijbiomac.2023.127445"
"36892119","Eco-friendly Synthesis and Characterization of Silver Nanoparticles using Juglans regia Extract and their Anti-Trichomonas vaginalis, Anticancer, and Antimicrobial Effects","Şimşek A, Küçük B, Aydın A, Aydın D, Karadağ A.","Anticancer Agents Med Chem. 2023;23(20):2189-2199. doi: 10.2174/1871520623666230309121801.","Şimşek A","Anticancer Agents Med Chem","2023","2023/03/09","","","10.2174/1871520623666230309121801"
"34611854","Green Synthesis and Characterisation of Silver Nanoparticles Using Cassia tora Seed Extract and Investigation of Antibacterial Potential","Nawabjohn MS, Sivaprakasam P, Anandasadagopan SK, Begum AA, Pandurangan AK.","Appl Biochem Biotechnol. 2022 Jan;194(1):464-478. doi: 10.1007/s12010-021-03651-4. Epub 2021 Oct 6.","Nawabjohn MS","Appl Biochem Biotechnol","2022","2021/10/06","","","10.1007/s12010-021-03651-4"
"34665338","Solar radiation-induced synthesis of bacterial cellulose/silver nanoparticles (BC/AgNPs) composite using BC as reducing and capping agent","El-Sherbiny GM, Abou El-Nour SA, Askar AA, Mohammad NH, Hammad AA.","Bioprocess Biosyst Eng. 2022 Feb;45(2):257-268. doi: 10.1007/s00449-021-02655-y. Epub 2021 Oct 19.","El-Sherbiny GM","Bioprocess Biosyst Eng","2022","2021/10/19","","","10.1007/s00449-021-02655-y"
"36982206","Toxicological Aspects, Safety Assessment, and Green Toxicology of Silver Nanoparticles (AgNPs)-Critical Review: State of the Art","Noga M, Milan J, Frydrych A, Jurowski K.","Int J Mol Sci. 2023 Mar 7;24(6):5133. doi: 10.3390/ijms24065133.","Noga M","Int J Mol Sci","2023","2023/03/29","PMC10049346","","10.3390/ijms24065133"
"25749281","Green synthesis of silver nanoparticles by Bacillus methylotrophicus, and their antimicrobial activity","Wang C, Kim YJ, Singh P, Mathiyalagan R, Jin Y, Yang DC.","Artif Cells Nanomed Biotechnol. 2016 Jun;44(4):1127-32. doi: 10.3109/21691401.2015.1011805. Epub 2015 Mar 6.","Wang C","Artif Cells Nanomed Biotechnol","2016","2015/03/10","","","10.3109/21691401.2015.1011805"
"35997791","Green Synthesis (Paeonia kesrouanensis) of Silver Nanoparticles and Toxicity Studies in Artemia salina","Unal İ, Egri S, Ates M.","Bull Environ Contam Toxicol. 2022 Dec;109(6):1150-1154. doi: 10.1007/s00128-022-03601-8. Epub 2022 Aug 23.","Unal İ","Bull Environ Contam Toxicol","2022","2022/08/23","","","10.1007/s00128-022-03601-8"
"31051440","Green synthesis of silver nanoparticles using Zingiber officinale and Thymus vulgaris extracts: characterisation, cell cytotoxicity, and its antifungal activity against Candida albicans in comparison to fluconazole","Mohammadi M, Shahisaraee SA, Tavajjohi A, Pournoori N, Muhammadnejad S, Mohammadi SR, Poursalehi R, Delavari H H.","IET Nanobiotechnol. 2019 Apr;13(2):114-119. doi: 10.1049/iet-nbt.2018.5146.","Mohammadi M","IET Nanobiotechnol","2019","2019/05/04","PMC8676021","","10.1049/iet-nbt.2018.5146"
"35643166","Green synthesis of curcumin-silver nanoparticle and its modified electrode assisted amperometric sensor for the determination of paracetamol","Kumar KK, M D, Kumar PS, Babu RS, Narayanan SS.","Chemosphere. 2022 Sep;303(Pt 2):134994. doi: 10.1016/j.chemosphere.2022.134994. Epub 2022 May 25.","Kumar KK","Chemosphere","2022","2022/06/01","","","10.1016/j.chemosphere.2022.134994"
"33905024","Synthesis and characterization of nanoparticles from neem leaves and banana peels: a green prospect for dye degradation in wastewater","Sengupta A, Sarkar A.","Ecotoxicology. 2022 May;31(4):537-548. doi: 10.1007/s10646-021-02414-5. Epub 2021 Apr 27.","Sengupta A","Ecotoxicology","2022","2021/04/27","","","10.1007/s10646-021-02414-5"
"33146331","Green Synthesis, Characterization and Antimicrobial Evaluation of Silver Nanoparticles for an Intracanal Dressing","Bruniera JFB, Gabriel-Silva L, Goulart RS, Silva-Sousa YTC, Lara MG, Pitondo-Silva A, Miranda CES.","Braz Dent J. 2020 Sep-Oct;31(5):485-492. doi: 10.1590/0103-6440202003897.","Bruniera JFB","Braz Dent J","2020","2020/11/04","","","10.1590/0103-6440202003897"
"28368661","Green synthesis of silver nanoparticles using Anthemis atropatana extract: characterization and in vitro biological activities","Dehghanizade S, Arasteh J, Mirzaie A.","Artif Cells Nanomed Biotechnol. 2018 Feb;46(1):160-168. doi: 10.1080/21691401.2017.1304402. Epub 2017 Apr 3.","Dehghanizade S","Artif Cells Nanomed Biotechnol","2018","2017/04/04","","","10.1080/21691401.2017.1304402"
"37050004","Biosynthesis of Gold and Silver Nanoparticles Using Phytochemical Compounds","Zuhrotun A, Oktaviani DJ, Hasanah AN.","Molecules. 2023 Apr 5;28(7):3240. doi: 10.3390/molecules28073240.","Zuhrotun A","Molecules","2023","2023/04/13","PMC10096681","","10.3390/molecules28073240"
"23705290","Green synthesis of silver nanoparticles using white sugar","Meshram SM, Bonde SR, Gupta IR, Gade AK, Rai MK.","IET Nanobiotechnol. 2013 Mar;7(1):28-32. doi: 10.1049/iet-nbt.2012.0002.","Meshram SM","IET Nanobiotechnol","2013","2013/05/28","","","10.1049/iet-nbt.2012.0002"
"34009083","Microwave assisted green synthesis of silver nanoparticles for optical, catalytic, biological and electrochemical applications","Anjana VN, Joseph M, Francis S, Joseph A, Koshy EP, Mathew B.","Artif Cells Nanomed Biotechnol. 2021 Dec;49(1):438-449. doi: 10.1080/21691401.2021.1925678.","Anjana VN","Artif Cells Nanomed Biotechnol","2021","2021/05/19","","","10.1080/21691401.2021.1925678"
"31148010","Green Synthesis of Chitosan-Silver/Gold Hybrid Nanoparticles for Biomedical Applications","El-Sherbiny IM, Sedki M.","Methods Mol Biol. 2019;2000:79-84. doi: 10.1007/978-1-4939-9516-5_7.","El-Sherbiny IM","Methods Mol Biol","2019","2019/06/01","","","10.1007/978-1-4939-9516-5_7"
"31496682","Antiviral potential of green synthesized silver nanoparticles of Lampranthus coccineus and Malephora lutea","Haggag EG, Elshamy AM, Rabeh MA, Gabr NM, Salem M, Youssif KA, Samir A, Bin Muhsinah A, Alsayari A, Abdelmohsen UR.","Int J Nanomedicine. 2019 Aug 6;14:6217-6229. doi: 10.2147/IJN.S214171. eCollection 2019.","Haggag EG","Int J Nanomedicine","2019","2019/09/10","PMC6690046","","10.2147/IJN.S214171"
"35535038","Plant-Based Bimetallic Silver-Zinc Oxide Nanoparticles: A Comprehensive Perspective of Synthesis, Biomedical Applications, and Future Trends","Ehsan M, Waheed A, Ullah A, Kazmi A, Ali A, Raja NI, Mashwani ZU, Sultana T, Mustafa N, Ikram M, Li H.","Biomed Res Int. 2022 Apr 30;2022:1215183. doi: 10.1155/2022/1215183. eCollection 2022.","Ehsan M","Biomed Res Int","2022","2022/05/10","PMC9078794","","10.1155/2022/1215183"
"37073157","Synthesis, Characteristation and Biological Activity of Silver Nanoparticles Generated Using the Leaf and Stembark Extract of Combretum erythrophyllum","Bantho S, Naidoo Y, Dewir YH, Singh M, Lin J, Bantho A.","Anticancer Agents Med Chem. 2023;23(13):1545-1566. doi: 10.2174/1871520623666230417112903.","Bantho S","Anticancer Agents Med Chem","2023","2023/04/19","","","10.2174/1871520623666230417112903"
"35181323","Green in situ immobilization of gold and silver nanoparticles on bacterial nanocellulose film using Punica granatum peels extract and their application as reusable catalysts","Deshmukh AR, Dikshit PK, Kim BS.","Int J Biol Macromol. 2022 Apr 30;205:169-177. doi: 10.1016/j.ijbiomac.2022.02.064. Epub 2022 Feb 15.","Deshmukh AR","Int J Biol Macromol","2022","2022/02/19","","","10.1016/j.ijbiomac.2022.02.064"
"32229160","Biogenic synthesis and antimicrobial activity of silica-coated silver nanoparticles for esthetic dental applications","Rodrigues MC, Rolim WR, Viana MM, Souza TR, Gonçalves F, Tanaka CJ, Bueno-Silva B, Seabra AB.","J Dent. 2020 May;96:103327. doi: 10.1016/j.jdent.2020.103327. Epub 2020 Mar 27.","Rodrigues MC","J Dent","2020","2020/04/02","","","10.1016/j.jdent.2020.103327"
"33091422","Green biosynthesis of silver nanoparticles by Aspergillus niger and its antiamoebic effect against Allovahlkampfia spelaea trophozoite and cyst","Farrag HMM, Mostafa FAAM, Mohamed ME, Huseein EAM.","Exp Parasitol. 2020 Dec;219:108031. doi: 10.1016/j.exppara.2020.108031. Epub 2020 Oct 19.","Farrag HMM","Exp Parasitol","2020","2020/10/22","","","10.1016/j.exppara.2020.108031"
"31761186","Bioreduction mechanism of silver nanoparticles","Sable SV, Kawade S, Ranade S, Joshi S.","Mater Sci Eng C Mater Biol Appl. 2020 Feb;107:110299. doi: 10.1016/j.msec.2019.110299. Epub 2019 Oct 15.","Sable SV","Mater Sci Eng C Mater Biol Appl","2020","2019/11/26","","","10.1016/j.msec.2019.110299"
"30902625","Studies on interaction of green silver nanoparticles with whole bacteria by surface characterization techniques","Ferreyra Maillard APV, Gonçalves S, Santos NC, López de Mishima BA, Dalmasso PR, Hollmann A.","Biochim Biophys Acta Biomembr. 2019 Jun 1;1861(6):1086-1092. doi: 10.1016/j.bbamem.2019.03.011. Epub 2019 Mar 19.","Ferreyra Maillard APV","Biochim Biophys Acta Biomembr","2019","2019/03/24","","","10.1016/j.bbamem.2019.03.011"
"36985734","Green Synthesis, Characterization, Antioxidant, Antibacterial and Enzyme Inhibition Effects of Chestnut (Castanea sativa) Honey-Mediated Silver Nanoparticles","Keskin M, Kaya G, Bayram S, Kurek-Górecka A, Olczyk P.","Molecules. 2023 Mar 18;28(6):2762. doi: 10.3390/molecules28062762.","Keskin M","Molecules","2023","2023/03/29","PMC10055715","","10.3390/molecules28062762"
"35055505","A Review on Plants and Microorganisms Mediated Synthesis of Silver Nanoparticles, Role of Plants Metabolites and Applications","Mustapha T, Misni N, Ithnin NR, Daskum AM, Unyah NZ.","Int J Environ Res Public Health. 2022 Jan 7;19(2):674. doi: 10.3390/ijerph19020674.","Mustapha T","Int J Environ Res Public Health","2022","2022/01/21","PMC8775445","","10.3390/ijerph19020674"
"26855570","Synthesis of antimicrobial silver nanoparticles through a photomediated reaction in an aqueous environment","Banasiuk R, Frackowiak JE, Krychowiak M, Matuszewska M, Kawiak A, Ziabka M, Lendzion-Bielun Z, Narajczyk M, Krolicka A.","Int J Nanomedicine. 2016 Jan 19;11:315-24. doi: 10.2147/IJN.S93611. eCollection 2016.","Banasiuk R","Int J Nanomedicine","2016","2016/02/09","PMC4725629","","10.2147/IJN.S93611"
"23925656","Green synthesis of silver nanoparticles by microorganism using organic pollutant: its antimicrobial and catalytic application","Otari SV, Patil RM, Nadaf NH, Ghosh SJ, Pawar SH.","Environ Sci Pollut Res Int. 2014 Jan;21(2):1503-13. doi: 10.1007/s11356-013-1764-0. Epub 2013 Aug 8.","Otari SV","Environ Sci Pollut Res Int","2014","2013/08/09","","","10.1007/s11356-013-1764-0"
"25058031","Green biosynthesis of silver nanoparticles using Althaea officinalis radix hydroalcoholic extract","Korbekandi H, Asghari G, Chitsazi MR, Bahri Najafi R, Badii A, Iravani S.","Artif Cells Nanomed Biotechnol. 2016;44(1):209-15. doi: 10.3109/21691401.2014.936064. Epub 2014 Jul 24.","Korbekandi H","Artif Cells Nanomed Biotechnol","2016","2014/07/25","","","10.3109/21691401.2014.936064"
"35430422","Green synthesis of silver nanoparticles (AgNPs) by Pistacia terebinthus extract: Comprehensive evaluation of antimicrobial, antioxidant and anticancer effects","Naghmachi M, Raissi A, Baziyar P, Homayoonfar F, Amirmahani F, Danaei M.","Biochem Biophys Res Commun. 2022 Jun 11;608:163-169. doi: 10.1016/j.bbrc.2022.04.003. Epub 2022 Apr 5.","Naghmachi M","Biochem Biophys Res Commun","2022","2022/04/17","","","10.1016/j.bbrc.2022.04.003"
"33383429","Green synthesis, characterization and applications of silver nanoparticle mediated by the aqueous extract of red onion peel","Tan Sian Hui Abdullah HS, Aqlili Riana Mohd Asseri SN, Khursyiah Wan Mohamad WN, Kan SY, Azmi AA, Yong Julius FS, Chia PW.","Environ Pollut. 2021 Feb 15;271:116295. doi: 10.1016/j.envpol.2020.116295. Epub 2020 Dec 16.","Tan Sian Hui Abdullah HS","Environ Pollut","2021","2020/12/31","","","10.1016/j.envpol.2020.116295"
"33530905","The Role of Biosynthesized Silver Nanoparticles in Antimicrobial Mechanisms","Backx BP, Dos Santos MS, Dos Santos OAL, Filho SA.","Curr Pharm Biotechnol. 2021;22(6):762-772. doi: 10.2174/1389201022666210202143755.","Backx BP","Curr Pharm Biotechnol","2021","2021/02/03","","","10.2174/1389201022666210202143755"
"35080529","Green synthesis, characterization of Radix Hedysari-mediated silver nanoparticles and their use for sensitive colorimetric detection of Pb(2+) in the Yellow River medium","Ji J, Wu H, Wang D, Liu D, Chen X, Feng S.","Anal Methods. 2022 Feb 11;14(6):643-651. doi: 10.1039/d1ay01852c.","Ji J","Anal Methods","2022","2022/01/26","","","10.1039/d1ay01852c"
"31492330","Light-Mediated Green Synthesis of DNA-Capped Silver Nanoparticles and Their Antibacterial Activity","Chumpol J, Siri S.","J Nanosci Nanotechnol. 2020 Mar 1;20(3):1678-1684. doi: 10.1166/jnn.2020.16517.","Chumpol J","J Nanosci Nanotechnol","2020","2019/09/08","","","10.1166/jnn.2020.16517"
"30043657","Current developments in green synthesis of metallic nanoparticles using plant extracts: a review","Yadi M, Mostafavi E, Saleh B, Davaran S, Aliyeva I, Khalilov R, Nikzamir M, Nikzamir N, Akbarzadeh A, Panahi Y, Milani M.","Artif Cells Nanomed Biotechnol. 2018;46(sup3):S336-S343. doi: 10.1080/21691401.2018.1492931. Epub 2018 Jul 25.","Yadi M","Artif Cells Nanomed Biotechnol","2018","2018/07/26","","","10.1080/21691401.2018.1492931"
"36498986","Progress in Laser Ablation and Biological Synthesis Processes: ""Top-Down"" and ""Bottom-Up"" Approaches for the Green Synthesis of Au/Ag Nanoparticles","Jiang Z, Li L, Huang H, He W, Ming W.","Int J Mol Sci. 2022 Nov 24;23(23):14658. doi: 10.3390/ijms232314658.","Jiang Z","Int J Mol Sci","2022","2022/12/11","PMC9736509","","10.3390/ijms232314658"
"26895244","Tannic acid-mediated green synthesis of antibacterial silver nanoparticles","Kim TY, Cha SH, Cho S, Park Y.","Arch Pharm Res. 2016 Apr;39(4):465-473. doi: 10.1007/s12272-016-0718-8. Epub 2016 Feb 19.","Kim TY","Arch Pharm Res","2016","2016/02/20","","","10.1007/s12272-016-0718-8"
"36988777","Antioxidant effects of silver nanoparticles obtained by green synthesis from the aqueous extract of Eryngium carlinae on the brain mitochondria of streptozotocin-induced diabetic rats","Lemus-de la Cruz J, Trejo-Hurtado M, Landa-Moreno C, Peña-Montes D, Landeros-Páramo JL, Cortés-Rojo C, Montoya-Pérez R, Rosas G, Saavedra-Molina A.","J Bioenerg Biomembr. 2023 Apr;55(2):123-135. doi: 10.1007/s10863-023-09963-w. Epub 2023 Mar 29.","Lemus-de la Cruz J","J Bioenerg Biomembr","2023","2023/03/29","","","10.1007/s10863-023-09963-w"
"29950836","Green synthesis of gold and silver nanoparticles from Cannabis sativa (industrial hemp) and their capacity for biofilm inhibition","Singh P, Pandit S, Garnæs J, Tunjic S, Mokkapati VR, Sultan A, Thygesen A, Mackevica A, Mateiu RV, Daugaard AE, Baun A, Mijakovic I.","Int J Nanomedicine. 2018 Jun 21;13:3571-3591. doi: 10.2147/IJN.S157958. eCollection 2018.","Singh P","Int J Nanomedicine","2018","2018/06/29","PMC6016601","","10.2147/IJN.S157958"
"26478321","Green synthesis and characterization of silver nanoparticles using Artemisia absinthium aqueous extract--A comprehensive study","Ali M, Kim B, Belfield KD, Norman D, Brennan M, Ali GS.","Mater Sci Eng C Mater Biol Appl. 2016 Jan 1;58:359-65. doi: 10.1016/j.msec.2015.08.045. Epub 2015 Aug 29.","Ali M","Mater Sci Eng C Mater Biol Appl","2016","2015/10/20","","","10.1016/j.msec.2015.08.045"
"37359252","Marine plant mediated green synthesis of silver nanoparticles using mangrove Rhizophora stylosa: Effect of variable process and their antibacterial activity","Willian N, Syukri S, Zulhadjri Z, Pardi H, Arief S.","F1000Res. 2022 May 16;10:768. doi: 10.12688/f1000research.54661.2. eCollection 2021.","Willian N","F1000Res","2022","2023/06/26","PMC10285325","","10.12688/f1000research.54661.2"
"30810931","Cyanobacterial extract-mediated synthesis of silver nanoparticles and their application in ammonia sensing","Tomer AK, Rahi T, Neelam DK, Dadheech PK.","Int Microbiol. 2019 Mar;22(1):49-58. doi: 10.1007/s10123-018-0026-x. Epub 2018 Jul 31.","Tomer AK","Int Microbiol","2019","2019/02/28","","","10.1007/s10123-018-0026-x"
"30195613","Green synthesis of silver nanoparticles, its characterization, and chaperone-like activity in the aggregation inhibition of α-chymotrypsinogen A","Alam MT, Rauf MA, Siddiqui GA, Owais M, Naeem A.","Int J Biol Macromol. 2018 Dec;120(Pt B):2381-2389. doi: 10.1016/j.ijbiomac.2018.09.006. Epub 2018 Sep 6.","Alam MT","Int J Biol Macromol","2018","2018/09/10","","","10.1016/j.ijbiomac.2018.09.006"
"30138593","Silver nanoparticles from leaf extract of Mentha piperita: Eco-friendly synthesis and effect on acetylcholinesterase activity","Khatoon A, Khan F, Ahmad N, Shaikh S, Rizvi SMD, Shakil S, Al-Qahtani MH, Abuzenadah AM, Tabrez S, Ahmed ABF, Alafnan A, Islam H, Iqbal D, Dutta R.","Life Sci. 2018 Sep 15;209:430-434. doi: 10.1016/j.lfs.2018.08.046. Epub 2018 Aug 20.","Khatoon A","Life Sci","2018","2018/08/24","","","10.1016/j.lfs.2018.08.046"
"36651660","Green Spectrophotometric Determination of Two Cephalosporin Drugs Used in COVID-19 Regimen Through Silver Nanoparticle Synthesis","Saleh HM, Ragab GH, Abdulla NM, Bahgat EA.","J AOAC Int. 2023 May 3;106(3):613-623. doi: 10.1093/jaoacint/qsad014.","Saleh HM","J AOAC Int","2023","2023/01/18","","","10.1093/jaoacint/qsad014"
