PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"26064340","Single-incision approach improves wound healing and bone union for treating mid-to-lower segment of tibiofibular fracture","Zhang Y, Zhuang Y, Wang B, Xu H, Chen J, Lin S.","Int J Clin Exp Med. 2015 Mar 15;8(3):4269-74. eCollection 2015.","Zhang Y","Int J Clin Exp Med","2015","2015/06/12","PMC4443174","",""
"25839038","Cooperative regulation of substrate stiffness and extracellular matrix proteins in skin wound healing of axolotls","Huang TY, Wu CH, Wang MH, Chen BS, Chiou LL, Lee HS.","Biomed Res Int. 2015;2015:712546. doi: 10.1155/2015/712546. Epub 2015 Mar 8.","Huang TY","Biomed Res Int","2015","2015/04/04","PMC4370196","","10.1155/2015/712546"
"25790010","Effects of heterologous platelet-rich plasma gel on standardized dermal wound healing in rabbits","Abegão KG, Bracale BN, Delfim IG, Santos ES, Laposy CB, Nai GA, Giuffrida R, Nogueira RM.","Acta Cir Bras. 2015 Mar;30(3):209-15. doi: 10.1590/S0102-865020150030000008.","Abegão KG","Acta Cir Bras","2015","2015/03/20","","","10.1590/S0102-865020150030000008"
"25525956","Surface-structured bacterial cellulose with guided assembly-based biolithography (GAB)","Bottan S, Robotti F, Jayathissa P, Hegglin A, Bahamonde N, Heredia-Guerrero JA, Bayer IS, Scarpellini A, Merker H, Lindenblatt N, Poulikakos D, Ferrari A.","ACS Nano. 2015 Jan 27;9(1):206-19. doi: 10.1021/nn5036125. Epub 2014 Dec 22.","Bottan S","ACS Nano","2015","2014/12/20","","","10.1021/nn5036125"
"25384420","Designer self-assembling hydrogel scaffolds can impact skin cell proliferation and migration","Bradshaw M, Ho D, Fear MW, Gelain F, Wood FM, Iyer KS.","Sci Rep. 2014 Nov 11;4:6903. doi: 10.1038/srep06903.","Bradshaw M","Sci Rep","2014","2014/11/12","PMC4227029","","10.1038/srep06903"
"25275938","Preparation, characteristics and assessment of a novel gelatin-chitosan sponge scaffold as skin tissue engineering material","Han F, Dong Y, Su Z, Yin R, Song A, Li S.","Int J Pharm. 2014 Dec 10;476(1-2):124-33. doi: 10.1016/j.ijpharm.2014.09.036. Epub 2014 Sep 30.","Han F","Int J Pharm","2014","2014/10/03","","","10.1016/j.ijpharm.2014.09.036"
"24658979","Acceleration of skin wound healing with tragacanth (Astragalus) preparation: an experimental pilot study in rats","Fayazzadeh E, Rahimpour S, Ahmadi SM, Farzampour S, Sotoudeh Anvari M, Boroumand MA, Ahmadi SH.","Acta Med Iran. 2014;52(1):3-8.","Fayazzadeh E","Acta Med Iran","2014","2014/03/25","","",""
"24630238","Influence of sensory neuropeptides on human cutaneous wound healing process","Chéret J, Lebonvallet N, Buhé V, Carre JL, Misery L, Le Gall-Ianotto C.","J Dermatol Sci. 2014 Jun;74(3):193-203. doi: 10.1016/j.jdermsci.2014.02.001. Epub 2014 Feb 16.","Chéret J","J Dermatol Sci","2014","2014/03/18","","","10.1016/j.jdermsci.2014.02.001"
"23650524","Distant mesenchymal progenitors contribute to skin wound healing and produce collagen: evidence from a murine fetal microchimerism model","Seppanen E, Roy E, Ellis R, Bou-Gharios G, Fisk NM, Khosrotehrani K.","PLoS One. 2013 May 1;8(5):e62662. doi: 10.1371/journal.pone.0062662. Print 2013.","Seppanen E","PLoS One","2013","2013/05/08","PMC3641113","","10.1371/journal.pone.0062662"
"23447677","The epithelial sodium channel mediates the directionality of galvanotaxis in human keratinocytes","Yang HY, Charles RP, Hummler E, Baines DL, Isseroff RR.","J Cell Sci. 2013 May 1;126(Pt 9):1942-51. doi: 10.1242/jcs.113225. Epub 2013 Feb 27.","Yang HY","J Cell Sci","2013","2013/03/01","PMC3666251","","10.1242/jcs.113225"
"22891853","Full-thickness skin wound healing using human placenta-derived extracellular matrix containing bioactive molecules","Choi JS, Kim JD, Yoon HS, Cho YW.","Tissue Eng Part A. 2013 Feb;19(3-4):329-39. doi: 10.1089/ten.TEA.2011.0738. Epub 2012 Sep 24.","Choi JS","Tissue Eng Part A","2013","2012/08/16","PMC3542901","","10.1089/ten.TEA.2011.0738"
"22494918","Effects of pulsed infra-red low level-laser irradiation on open skin wound healing of healthy and streptozotocin-induced diabetic rats by biomechanical evaluation","Dadpay M, Sharifian Z, Bayat M, Bayat M, Dabbagh A.","J Photochem Photobiol B. 2012 Jun 4;111:1-8. doi: 10.1016/j.jphotobiol.2012.03.001. Epub 2012 Mar 16.","Dadpay M","J Photochem Photobiol B","2012","2012/04/13","","","10.1016/j.jphotobiol.2012.03.001"
"21785742","Comparison of EGF with VEGF non-viral gene therapy for cutaneous wound healing of streptozotocin diabetic mice","Ko J, Jun H, Chung H, Yoon C, Kim T, Kwon M, Lee S, Jung S, Kim M, Park JH.","Diabetes Metab J. 2011 Jun;35(3):226-35. doi: 10.4093/dmj.2011.35.3.226. Epub 2011 Jun 30.","Ko J","Diabetes Metab J","2011","2011/07/26","PMC3138097","","10.4093/dmj.2011.35.3.226"
"21739529","Pax7 expressing cells contribute to dermal wound repair, regulating scar size through a β-catenin mediated process","Amini-Nik S, Glancy D, Boimer C, Whetstone H, Keller C, Alman BA.","Stem Cells. 2011 Sep;29(9):1371-9. doi: 10.1002/stem.688.","Amini-Nik S","Stem Cells","2011","2011/07/09","","","10.1002/stem.688"
"21728963","In vitro evaluation of chloroaluminum phthalocyanine nanoemulsion and low-level laser therapy on human skin dermal equivalents and bone marrow mesenchymal stem cells","Primo FL, da Costa Reis MB, Porcionatto MA, Tedesco AC.","Curr Med Chem. 2011;18(22):3376-81. doi: 10.2174/092986711796504745.","Primo FL","Curr Med Chem","2011","2011/07/07","","","10.2174/092986711796504745"
"21158939","Oxygen tension changes the rate of migration of human skin keratinocytes in an age-related manner","Ross C, Alston M, Bickenbach JR, Aykin-Burns N.","Exp Dermatol. 2011 Jan;20(1):58-63. doi: 10.1111/j.1600-0625.2010.01190.x.","Ross C","Exp Dermatol","2011","2010/12/17","PMC3188434","NIHMS324235","10.1111/j.1600-0625.2010.01190.x"
"20733032","Estrogen promotes cutaneous wound healing via estrogen receptor beta independent of its antiinflammatory activities","Campbell L, Emmerson E, Davies F, Gilliver SC, Krust A, Chambon P, Ashcroft GS, Hardman MJ.","J Exp Med. 2010 Aug 30;207(9):1825-33. doi: 10.1084/jem.20100500. Epub 2010 Aug 23.","Campbell L","J Exp Med","2010","2010/08/25","PMC2931162","","10.1084/jem.20100500"
"18621714","FOXC2 controls Ang-2 expression and modulates angiogenesis, vascular patterning, remodeling, and functions in adipose tissue","Xue Y, Cao R, Nilsson D, Chen S, Westergren R, Hedlund EM, Martijn C, Rondahl L, Krauli P, Walum E, Enerbäck S, Cao Y.","Proc Natl Acad Sci U S A. 2008 Jul 22;105(29):10167-72. doi: 10.1073/pnas.0802486105. Epub 2008 Jul 11.","Xue Y","Proc Natl Acad Sci U S A","2008","2008/07/16","PMC2481379","","10.1073/pnas.0802486105"
"18453057","[Modulating effects of protein kinase A on intracellular signal systems in the course of skin wound healing in patients with diabetes mellitus]","Barinova ME.","Klin Lab Diagn. 2008 Mar;(3):9-12.","Barinova ME","Klin Lab Diagn","2008","2008/05/03","","",""
"17971023","Live imaging of Smad2/3 signaling in mouse skin wound healing","Chong AK, Satterwhite T, Pham HM, Costa MA, Luo J, Longaker MT, Wyss-Coray T, Chang J.","Wound Repair Regen. 2007 Sep-Oct;15(5):762-6. doi: 10.1111/j.1524-475X.2007.00299.x.","Chong AK","Wound Repair Regen","2007","2007/11/01","","","10.1111/j.1524-475X.2007.00299.x"
"16738528","[Therapeutic effect of human mesenchymal stem cells in skin after radiation damage]","Bensidhoum M, Gobin S, Chapel A, Lemaitre G, Bouet S, Waksman G, Thierry D, Martin MT.","J Soc Biol. 2005;199(4):337-41. doi: 10.1051/jbio:2005035.","Bensidhoum M","J Soc Biol","2005","2006/06/02","","","10.1051/jbio:2005035"
"12773503","Essential involvement of IL-6 in the skin wound-healing process as evidenced by delayed wound healing in IL-6-deficient mice","Lin ZQ, Kondo T, Ishida Y, Takayasu T, Mukaida N.","J Leukoc Biol. 2003 Jun;73(6):713-21. doi: 10.1189/jlb.0802397.","Lin ZQ","J Leukoc Biol","2003","2003/05/30","","","10.1189/jlb.0802397"
"12410697","Differential expression of collagen integrin receptor on fetal vs. adult skin fibroblasts: implication in wound contraction during healing","Moulin V, Plamondon M.","Br J Dermatol. 2002 Nov;147(5):886-92. doi: 10.1046/j.1365-2133.2002.04975.x.","Moulin V","Br J Dermatol","2002","2002/11/02","","","10.1046/j.1365-2133.2002.04975.x"
"12395186","An investigation on skin wound healing in mice with a taurine-chitosan gel formulation","Değim Z, Celebi N, Sayan H, Babül A, Erdoğan D, Take G.","Amino Acids. 2002;22(2):187-98. doi: 10.1007/s007260200007.","Değim Z","Amino Acids","2002","2002/10/24","","","10.1007/s007260200007"
"37998937","Three-Dimensional Membranes of Natural Polymer Complex Nanoparticle for Potential Medical Applications","Elgegren M, Nakamatsu J, Galarreta B, Kim S.","Gels. 2023 Oct 26;9(11):847. doi: 10.3390/gels9110847.","Elgegren M","Gels","2023","2023/11/24","PMC10671065","","10.3390/gels9110847"
"37238663","Optimization of Surface-Engineered Micropatterns on Bacterial Cellulose for Guided Scar-Free Skin Wound Healing","Liu H, Hu Y, Wu X, Hu R, Liu Y.","Biomolecules. 2023 May 5;13(5):793. doi: 10.3390/biom13050793.","Liu H","Biomolecules","2023","2023/05/27","PMC10216655","","10.3390/biom13050793"
"37157875","Engineering ultrasound-activated piezoelectric hydrogels with antibacterial activity to promote wound healing","Xu M, Wu S, Ding L, Lu C, Qian H, Qu J, Chen Y.","J Mater Chem B. 2023 May 17;11(19):4318-4329. doi: 10.1039/d3tb00284e.","Xu M","J Mater Chem B","2023","2023/05/09","","","10.1039/d3tb00284e"
"37150958","The Effect of Amnion Cell Culture Medium on Wound Healing: An Experimental Animal Study","Bilgic T.","Int J Low Extrem Wounds. 2023 May 7:15347346231174342. doi: 10.1177/15347346231174342. Online ahead of print.","Bilgic T","Int J Low Extrem Wounds","2023","2023/05/08","","","10.1177/15347346231174342"
"36946644","Nature-Skin-Derived e-Skin as Versatile ""Wound Therapy-Health Monitoring"" Bioelectronic Skin-Scaffolds: Skin to Bio-e-Skin","Liu X, Cui B, Wang X, Zheng M, Bai Z, Yue O, Fei Y, Jiang H.","Adv Healthc Mater. 2023 Aug;12(20):e2202971. doi: 10.1002/adhm.202202971. Epub 2023 Apr 10.","Liu X","Adv Healthc Mater","2023","2023/03/22","","","10.1002/adhm.202202971"
"36561395","Low-Level Laser and Bovine Amniotic Fluid-derived Cream Accelerating Skin Neck Wound Healing and Reducing Inflammation and Wound Scar in a Rat Animal Model","Abbasiazar D, Mollazadehghomi S, Javadi A, Darabi S, Mollazadehghomi S, Abdali H.","J Cutan Aesthet Surg. 2022 Jul-Sep;15(3):267-274. doi: 10.4103/JCAS.JCAS_79_22.","Abbasiazar D","J Cutan Aesthet Surg","2022","2022/12/23","PMC9764950","","10.4103/JCAS.JCAS_79_22"
"36517588","Wound healing approach based on excretory-secretory product and lysate of liver flukes","Kovner AV, Tarasenko AA, Zaparina O, Tikhonova OV, Pakharukova MY, Mordvinov VA.","Sci Rep. 2022 Dec 14;12(1):21639. doi: 10.1038/s41598-022-26275-y.","Kovner AV","Sci Rep","2022","2022/12/14","PMC9751068","","10.1038/s41598-022-26275-y"
"36099413","Mechanobactericidal, Gold Nanostar Hydrogel-Based Bandage for Bacteria-Infected Skin Wound Healing","Kaul S, Sagar P, Gupta R, Garg P, Priyadarshi N, Singhal NK.","ACS Appl Mater Interfaces. 2022 Oct 5;14(39):44084-44097. doi: 10.1021/acsami.2c10844. Epub 2022 Sep 13.","Kaul S","ACS Appl Mater Interfaces","2022","2022/09/13","","","10.1021/acsami.2c10844"
"35883467","Extracellular Heat Shock Protein-90 (eHsp90): Everything You Need to Know","Jay D, Luo Y, Li W.","Biomolecules. 2022 Jun 29;12(7):911. doi: 10.3390/biom12070911.","Jay D","Biomolecules","2022","2022/07/27","PMC9313274","","10.3390/biom12070911"
"35857973","Injectable Self-Healing Adhesive Chitosan Hydrogel with Antioxidative, Antibacterial, and Hemostatic Activities for Rapid Hemostasis and Skin Wound Healing","Guo S, Ren Y, Chang R, He Y, Zhang D, Guan F, Yao M.","ACS Appl Mater Interfaces. 2022 Aug 3;14(30):34455-34469. doi: 10.1021/acsami.2c08870. Epub 2022 Jul 20.","Guo S","ACS Appl Mater Interfaces","2022","2022/07/20","","","10.1021/acsami.2c08870"
"35208429","Fibroblast Derived Skin Wound Healing Modeling on Chip under the Influence of Micro-Capillary Shear Stress","Gupta S, Patel L, Mitra K, Bit A.","Micromachines (Basel). 2022 Feb 16;13(2):305. doi: 10.3390/mi13020305.","Gupta S","Micromachines (Basel)","2022","2022/02/25","PMC8876720","","10.3390/mi13020305"
"34599858","Polydopamine Nanosheets Doped Injectable Hydrogel with Nitric Oxide Release and Photothermal Effects for Bacterial Ablation and Wound Healing","Liu G, Wang L, He Y, Wang L, Deng Z, Liu J, Peng D, Ding T, Lu L, Ding Y, Zhang J, Liu P, Cai K.","Adv Healthc Mater. 2021 Dec;10(23):e2101476. doi: 10.1002/adhm.202101476. Epub 2021 Oct 8.","Liu G","Adv Healthc Mater","2021","2021/10/02","","","10.1002/adhm.202101476"
"34592730","Effects of electrical stimulation on human skin keratinocyte growth and the secretion of cytokines and growth factors","Cui S, Rouabhia M, Semlali A, Zhang Z.","Biomed Mater. 2021 Oct 13;16(6). doi: 10.1088/1748-605X/ac2bba.","Cui S","Biomed Mater","2021","2021/09/30","","","10.1088/1748-605X/ac2bba"
"34341631","Research Advances in the Application of Adipose-Derived Stem Cells Derived Exosomes in Cutaneous Wound Healing","Weiliang Z, Lili G.","Ann Dermatol. 2021 Aug;33(4):309-317. doi: 10.5021/ad.2021.33.4.309. Epub 2021 Jul 1.","Weiliang Z","Ann Dermatol","2021","2021/08/03","PMC8273313","","10.5021/ad.2021.33.4.309"
"33655745","Antimicrobial/Biocompatible Hydrogels Dual-Reinforced by Cellulose as Ultrastretchable and Rapid Self-Healing Wound Dressing","Zhong Y, Seidi F, Li C, Wan Z, Jin Y, Song J, Xiao H.","Biomacromolecules. 2021 Apr 12;22(4):1654-1663. doi: 10.1021/acs.biomac.1c00086. Epub 2021 Mar 3.","Zhong Y","Biomacromolecules","2021","2021/03/03","","","10.1021/acs.biomac.1c00086"
"33624480","[Research progress of adipose-derived stem cells in skin scar prevention and treatment]","He T, Yang J, Liu P, Xu L, Lü Q, Tan Q.","Zhongguo Xiu Fu Chong Jian Wai Ke Za Zhi. 2021 Feb 15;35(2):234-240. doi: 10.7507/1002-1892.202007083.","He T","Zhongguo Xiu Fu Chong Jian Wai Ke Za Zhi","2021","2021/02/24","PMC8171689","","10.7507/1002-1892.202007083"
"33596495","Could cold plasma act synergistically with allogeneic mesenchymal stem cells to improve wound skin regeneration in a large size animal model?","Melotti L, Martinello T, Perazzi A, Martines E, Zuin M, Modenese D, Cordaro L, Ferro S, Maccatrozzo L, Iacopetti I, Patruno M.","Res Vet Sci. 2021 May;136:97-110. doi: 10.1016/j.rvsc.2021.01.019. Epub 2021 Jan 28.","Melotti L","Res Vet Sci","2021","2021/02/17","","","10.1016/j.rvsc.2021.01.019"
"33433952","Synergistic Antibacterial and Anti-Inflammatory Effects of a Drug-Loaded Self-Standing Porphyrin-COF Membrane for Efficient Skin Wound Healing","Ding LG, Wang S, Yao BJ, Li F, Li YA, Zhao GY, Dong YB.","Adv Healthc Mater. 2021 Apr;10(8):e2001821. doi: 10.1002/adhm.202001821. Epub 2021 Jan 12.","Ding LG","Adv Healthc Mater","2021","2021/01/12","","","10.1002/adhm.202001821"
"33225583","Endoplasmic reticulum stress in human chronic wound healing: Rescue by 4-phenylbutyrate","Bachar-Wikstrom E, Manchanda M, Bansal R, Karlsson M, Kelly-Pettersson P, Sköldenberg O, Wikstrom JD.","Int Wound J. 2021 Feb;18(1):49-61. doi: 10.1111/iwj.13525. Epub 2020 Nov 22.","Bachar-Wikstrom E","Int Wound J","2021","2020/11/23","PMC7949014","","10.1111/iwj.13525"
"33148072","Prospects for the application of growth factors in wound healing","Dolati S, Yousefi M, Pishgahi A, Nourbakhsh S, Pourabbas B, Shakouri SK.","Growth Factors. 2020 Jan;38(1):25-34. doi: 10.1080/08977194.2020.1820499. Epub 2020 Nov 5.","Dolati S","Growth Factors","2020","2020/11/05","","","10.1080/08977194.2020.1820499"
"32697392","Migrating Schwann cells direct axon regeneration within the peripheral nerve bridge","Min Q, Parkinson DB, Dun XP.","Glia. 2021 Feb;69(2):235-254. doi: 10.1002/glia.23892. Epub 2020 Jul 22.","Min Q","Glia","2021","2020/07/23","","","10.1002/glia.23892"
"32671290","Novel fibrin-fibronectin matrix accelerates mice skin wound healing","Jara CP, Wang O, Paulino do Prado T, Ismail A, Fabian FM, Li H, Velloso LA, Carlson MA, Burgess W, Lei Y, Velander WH, Araújo EP.","Bioact Mater. 2020 Jul 1;5(4):949-962. doi: 10.1016/j.bioactmat.2020.06.015. eCollection 2020 Dec.","Jara CP","Bioact Mater","2020","2020/07/17","PMC7334397","","10.1016/j.bioactmat.2020.06.015"
"32665543","Targeted inhibition of endothelial calpain delays wound healing by reducing inflammation and angiogenesis","Yi C, Wu W, Zheng D, Peng G, Huang H, Shen Z, Teng X.","Cell Death Dis. 2020 Jul 14;11(7):533. doi: 10.1038/s41419-020-02737-x.","Yi C","Cell Death Dis","2020","2020/07/16","PMC7360547","","10.1038/s41419-020-02737-x"
"32454223","Cutaneous endocannabinoid system: Does it have a role on skin wound healing bearing fibrosis?","Correia-Sá I, Paiva A, Carvalho CM, Vieira-Coelho MA.","Pharmacol Res. 2020 Sep;159:104862. doi: 10.1016/j.phrs.2020.104862. Epub 2020 May 23.","Correia-Sá I","Pharmacol Res","2020","2020/05/27","","","10.1016/j.phrs.2020.104862"
"35025350","Bioactive ECM Mimic Hyaluronic Acid Dressing via Sustained Releasing of bFGF for Enhancing Skin Wound Healing","Chen A, Huang W, Wu L, An Y, Xuan T, He H, Ye M, Qi L, Wu J.","ACS Appl Bio Mater. 2020 May 18;3(5):3039-3048. doi: 10.1021/acsabm.0c00096. Epub 2020 Apr 13.","Chen A","ACS Appl Bio Mater","2020","2022/01/13","","","10.1021/acsabm.0c00096"
"32203726","Improvement of full-thickness rat skin wounds by photobiomodulation therapy (PBMT): A dosimetric study","de Castro JR, da Silva Pereira F, Chen L, Arana-Chavez VE, Ballester RY, DiPietro LA, Simões A.","J Photochem Photobiol B. 2020 Mar 14;206:111850. doi: 10.1016/j.jphotobiol.2020.111850. Online ahead of print.","de Castro JR","J Photochem Photobiol B","2020","2020/03/24","","","10.1016/j.jphotobiol.2020.111850"
"30976160","The effect of Korean Red Ginseng on full-thickness skin wound healing in rats","Park KS, Park DH.","J Ginseng Res. 2019 Apr;43(2):226-235. doi: 10.1016/j.jgr.2017.12.006. Epub 2018 Jan 10.","Park KS","J Ginseng Res","2019","2019/04/13","PMC6438823","","10.1016/j.jgr.2017.12.006"
"30605737","Advanced drug delivery systems and artificial skin grafts for skin wound healing","Kim HS, Sun X, Lee JH, Kim HW, Fu X, Leong KW.","Adv Drug Deliv Rev. 2019 Jun;146:209-239. doi: 10.1016/j.addr.2018.12.014. Epub 2018 Dec 31.","Kim HS","Adv Drug Deliv Rev","2019","2019/01/04","","","10.1016/j.addr.2018.12.014"
"30580797","The streptozotocin-high fat diet induced diabetic mouse model exhibits severe skin damage and alterations in local lipid mediators","Leguina-Ruzzi A, Ortiz R, Velarde V.","Biomed J. 2018 Oct;41(5):328-332. doi: 10.1016/j.bj.2018.08.005. Epub 2018 Nov 3.","Leguina-Ruzzi A","Biomed J","2018","2018/12/25","PMC6306302","","10.1016/j.bj.2018.08.005"
"30115660","Macrophage ferroportin is essential for stromal cell proliferation in wound healing","Recalcati S, Gammella E, Buratti P, Doni A, Anselmo A, Locati M, Cairo G.","Haematologica. 2019 Jan;104(1):47-58. doi: 10.3324/haematol.2018.197517. Epub 2018 Aug 16.","Recalcati S","Haematologica","2019","2018/08/18","PMC6312033","","10.3324/haematol.2018.197517"
"29577697","[Relationship between FoxO1 Expression and Wound Age during Skin Incised Wound Healing]","Chen Y, Ji XY, Fan YY, Yu LS.","Fa Yi Xue Za Zhi. 2018 Feb;34(1):7-12. doi: 10.3969/j.issn.1004-5619.2018.01.002. Epub 2018 Feb 25.","Chen Y","Fa Yi Xue Za Zhi","2018","2018/03/27","","","10.3969/j.issn.1004-5619.2018.01.002"
"29138006","Distorted leukocyte migration, angiogenesis, wound repair and metastasis in Tspan8 and Tspan8/CD151 double knockout mice indicate complementary activities of Tspan8 and CD51","Zhao K, Erb U, Hackert T, Zöller M, Yue S.","Biochim Biophys Acta Mol Cell Res. 2018 Feb;1865(2):379-391. doi: 10.1016/j.bbamcr.2017.11.007. Epub 2017 Nov 11.","Zhao K","Biochim Biophys Acta Mol Cell Res","2018","2017/11/16","","","10.1016/j.bbamcr.2017.11.007"
"29042026","Identification, signaling, and functions of LTB(4) receptors","Saeki K, Yokomizo T.","Semin Immunol. 2017 Oct;33:30-36. doi: 10.1016/j.smim.2017.07.010.","Saeki K","Semin Immunol","2017","2017/10/19","","","10.1016/j.smim.2017.07.010"
"28620419","Periplaneta americana Extracts Promote Skin Wound Healing via Nuclear Factor Kappa B Canonical Pathway and Extracellular Signal-Regulated Kinase Signaling","Song Q, Gou Q, Xie Y, Zhang Z, Fu C.","Evid Based Complement Alternat Med. 2017;2017:5821706. doi: 10.1155/2017/5821706. Epub 2017 May 23.","Song Q","Evid Based Complement Alternat Med","2017","2017/06/17","PMC5460390","","10.1155/2017/5821706"
"28233312","Soft tissue engineering with micronized-gingival connective tissues","Noda S, Sumita Y, Ohba S, Yamamoto H, Asahina I.","J Cell Physiol. 2018 Jan;233(1):249-258. doi: 10.1002/jcp.25871. Epub 2017 May 3.","Noda S","J Cell Physiol","2018","2017/02/25","","","10.1002/jcp.25871"
"27503828","Significantly Accelerated Wound Healing of Full-Thickness Skin Using a Novel Composite Gel of Porcine Acellular Dermal Matrix and Human Peripheral Blood Cells","Kuna VK, Padma AM, Håkansson J, Nygren J, Sjöback R, Petronis S, Sumitran-Holgersson S.","Cell Transplant. 2017 Feb 16;26(2):293-307. doi: 10.3727/096368916X692690. Epub 2016 Aug 5.","Kuna VK","Cell Transplant","2017","2016/08/10","PMC5657757","","10.3727/096368916X692690"
"27283994","Juglone ameliorates skin wound healing by promoting skin cell migration through Rac1/Cdc42/PAK pathway","Wahedi HM, Park YU, Moon EY, Kim SY.","Wound Repair Regen. 2016 Sep;24(5):786-794. doi: 10.1111/wrr.12452. Epub 2016 Jul 11.","Wahedi HM","Wound Repair Regen","2016","2016/06/11","","","10.1111/wrr.12452"
"26483695","On the mathematical modeling of wound healing angiogenesis in skin as a reaction-transport process","Flegg JA, Menon SN, Maini PK, McElwain DL.","Front Physiol. 2015 Sep 30;6:262. doi: 10.3389/fphys.2015.00262. eCollection 2015.","Flegg JA","Front Physiol","2015","2015/10/21","PMC4588694","","10.3389/fphys.2015.00262"
"25960543","Wound healing and longevity: lessons from long-lived αMUPA mice","Yanai H, Toren D, Vierlinger K, Hofner M, Nöhammer C, Chilosi M, Budovsky A, Fraifeld VE.","Aging (Albany NY). 2015 Mar;7(3):167-76. doi: 10.18632/aging.100726.","Yanai H","Aging (Albany NY)","2015","2015/05/12","PMC4394728","","10.18632/aging.100726"
"24471742","Erythropoietin, a novel repurposed drug: an innovative treatment for wound healing in patients with diabetes mellitus","Hamed S, Bennett CL, Demiot C, Ullmann Y, Teot L, Desmoulière A.","Wound Repair Regen. 2014 Jan-Feb;22(1):23-33. doi: 10.1111/wrr.12135. Epub 2013 Dec 13.","Hamed S","Wound Repair Regen","2014","2014/01/30","","","10.1111/wrr.12135"
"23418125","A biochemical and cellular approach to explore the antiproliferative and prodifferentiative activity of Aloe arborescens leaf extract","Di Luccia B, Manzo N, Vivo M, Galano E, Amoresano A, Crescenzi E, Pollice A, Tudisco R, Infascelli F, Calabrò V.","Phytother Res. 2013 Dec;27(12):1819-28. doi: 10.1002/ptr.4939. Epub 2013 Feb 17.","Di Luccia B","Phytother Res","2013","2013/02/19","","","10.1002/ptr.4939"
"23159215","miR-21 regulates skin wound healing by targeting multiple aspects of the healing process","Wang T, Feng Y, Sun H, Zhang L, Hao L, Shi C, Wang J, Li R, Ran X, Su Y, Zou Z.","Am J Pathol. 2012 Dec;181(6):1911-20. doi: 10.1016/j.ajpath.2012.08.022.","Wang T","Am J Pathol","2012","2012/11/20","","","10.1016/j.ajpath.2012.08.022"
"22493805","[A preliminary study of anti-aging and wound healing of recombination cytoglobin]","Li ZF, Zhao XF, Zhang TT.","Yao Xue Xue Bao. 2012 Jan;47(1):51-7.","Li ZF","Yao Xue Xue Bao","2012","2012/04/12","","",""
"21888762","Potential of a PLA-PEO-PLA-based scaffold for skin tissue engineering: in vitro evaluation","Garric X, Guillaume O, Dabboue H, Vert M, Molès JP.","J Biomater Sci Polym Ed. 2012;23(13):1687-700. doi: 10.1163/092050611X590912. Epub 2012 May 8.","Garric X","J Biomater Sci Polym Ed","2012","2011/09/06","","","10.1163/092050611X590912"
"21740368","L-PRP/L-PRF in esthetic plastic surgery, regenerative medicine of the skin and chronic wounds","Cieslik-Bielecka A, Choukroun J, Odin G, Dohan Ehrenfest DM.","Curr Pharm Biotechnol. 2012 Jun;13(7):1266-77. doi: 10.2174/138920112800624463.","Cieslik-Bielecka A","Curr Pharm Biotechnol","2012","2011/07/12","","","10.2174/138920112800624463"
"21692031","Phenotypic changes and possible angiogenic roles of pericytes during wound healing in the mouse skin","Morikawa S, Ezaki T.","Histol Histopathol. 2011 Aug;26(8):979-95. doi: 10.14670/HH-26.979.","Morikawa S","Histol Histopathol","2011","2011/06/22","","","10.14670/HH-26.979"
"20166993","Revised Robert's cytoprotection and adaptive cytoprotection and stable gastric pentadecapeptide BPC 157. Possible significance and implications for novel mediator","Sikiric P, Seiwerth S, Brcic L, Sever M, Klicek R, Radic B, Drmic D, Ilic S, Kolenc D.","Curr Pharm Des. 2010;16(10):1224-34. doi: 10.2174/138161210790945977.","Sikiric P","Curr Pharm Des","2010","2010/02/20","","","10.2174/138161210790945977"
"19766719","Impaired wound healing in mice lacking the basement membrane protein nidogen 1","Baranowsky A, Mokkapati S, Bechtel M, Krügel J, Miosge N, Wickenhauser C, Smyth N, Nischt R.","Matrix Biol. 2010 Jan;29(1):15-21. doi: 10.1016/j.matbio.2009.09.004. Epub 2009 Sep 18.","Baranowsky A","Matrix Biol","2010","2009/09/22","","","10.1016/j.matbio.2009.09.004"
"19652025","Structure-activity analysis of histatin, a potent wound healing peptide from human saliva: cyclization of histatin potentiates molar activity 1,000-fold","Oudhoff MJ, Kroeze KL, Nazmi K, van den Keijbus PA, van 't Hof W, Fernandez-Borja M, Hordijk PL, Gibbs S, Bolscher JG, Veerman EC.","FASEB J. 2009 Nov;23(11):3928-35. doi: 10.1096/fj.09-137588. Epub 2009 Aug 3.","Oudhoff MJ","FASEB J","2009","2009/08/05","","","10.1096/fj.09-137588"
"19583688","Rat marrow-derived multipotent adult progenitor cells differentiate into skin epidermal cells in vivo","Ji KH, Xiong J, Fan LX, Hu KM, Liu HQ.","J Dermatol. 2009 Jul;36(7):403-9. doi: 10.1111/j.1346-8138.2009.00666.x.","Ji KH","J Dermatol","2009","2009/07/09","","","10.1111/j.1346-8138.2009.00666.x"
