journal,doi,title,abstract,comment,rating
Int J Mol Sci,10.3390/ijms24087160,The Regulatory Mechanism of Cold Plasma in Relation to Cell Activity and Its Application in Biomedical and Animal Husbandry Practices,"As an innovative technology in biological applications, cold plasma is widely used in oral treatment, tissue regeneration, wound healing, and cancer therapy, etc., because of the adjustable composition and temperature which allow the plasma to react with bio-objects safely. Reactive oxygen species (ROS) produced by cold plasma regulate cell activity in an intensity- and time-dependent manner. A low level of ROS produced by cold plasma treatment within the appropriate intensities and times promotes proliferation of skin-related cells and increases angiogenesis, which aid in the acceleration of the wound healing process, while a high level of ROS produced by cold plasma treatment performed at a high intensity or over a long period of time inhibits the proliferation of endothelial cells, keratinocytes, fibroblasts, and cancer cells. Moreover, cold plasma can regulate stem cell proliferation by changing niche interface and producing nitric oxide directly. However, the molecular mechanism of cold plasma regulating cell activity and its potential application in the field of animal husbandry remain unclear in the literature. Therefore, this paper reviews the effects and possible regulatory mechanisms of cold plasma on the activities of endothelial cells, keratinocytes, fibroblasts, stem cells, and cancer cells to provide a theoretical basis for the application of cold plasma to skin-wound healing and cancer therapy. In addition, cold plasma exposure at a high intensity or an extended time shows excellent performances in killing various microorganisms existing in the environment or on the surface of animal food, and preparing inactivated vaccines, while cold plasma treatment within the appropriate conditions improves chicken growth and reproductive capacity. This paper introduces the potential applications of cold plasma treatment in relation to animal-breeding environments, animal health, their growth and reproduction, and animal food processing and preservation, which are all beneficial to the practice of animal husbandry and guarantee good animal food safety results.",,
Int J Mol Sci,10.3390/ijms231810650,Cold Atmospheric Plasma Jet Treatment Improves Human Keratinocyte Migration and Wound Closure Capacity without Causing Cellular Oxidative Stress,"Cold Atmospheric Plasma (CAP) is an emerging technology with great potential for biomedical applications such as sterilizing equipment and antitumor strategies. CAP has also been shown to improve skin wound healing in vivo, but the biological mechanisms involved are not well known. Our study assessed a possible effect of a direct helium jet CAP treatment on keratinocytes, in both the immortalized N/TERT-1 human cell line and primary keratinocytes obtained from human skin samples. The cells were covered with 200 µL of phosphate buffered saline and exposed to the helium plasma jet for 10−120 s. In our experimental conditions, micromolar concentrations of hydrogen peroxide, nitrite and nitrate were produced. We showed that long-time CAP treatments (≥60 s) were cytotoxic, reduced keratinocyte migration, upregulated the expression of heat shock protein 27 (HSP27) and induced oxidative cell stress. In contrast, short-term CAP treatments (<60 s) were not cytotoxic, did not affect keratinocyte proliferation and differentiation, and did not induce any changes in mitochondria, but they did accelerate wound closure in vitro by improving keratinocyte migration. In conclusion, these results suggest that helium-based CAP treatments improve wound healing by stimulating keratinocyte migration. The study confirms that CAP could be a novel therapeutic method to treat recalcitrant wounds.",,
Int J Mol Sci,10.3390/ijms23147663,Effect of Polymeric Nanoparticles with Entrapped Fish Oil or Mupirocin on Skin Wound Healing Using a Porcine Model,"The utilization of poly(lactic-co-glycolic) acid (PLGA) nanoparticles (NPs) with entrapped fish oil (FO) loaded in collagen-based scaffolds for cutaneous wound healing using a porcine model is unique for the present study. Full-depth cutaneous excisions (5 × 5 cm) on the pig dorsa were treated with pure collagen scaffold (control, C), empty PLGA NPs (NP), FO, mupirocin (MUP), PLGA NPs with entrapped FO (NP/FO) and PLGA NPs with entrapped MUP (NP/MUP). The following markers were evaluated on days 0, 3, 7, 14 and 21 post-excision: collagen, hydroxyproline (HP), angiogenesis and expressions of the COX2, EGF, COL1A1, COL1A3, TGFB1, VEGFA, CCL5 and CCR5 genes. The hypothesis that NP/FO treatment is superior to FO alone and that it is comparable to NP/MUP was tested. NP/FO treatment increased HP in comparison with both FO alone and NP/MUP (day 14) but decreased (p < 0.05) angiogenesis in comparison with FO alone (day 3). NP/FO increased (p < 0.05) the expression of the CCR5 gene (day 3) and tended (p > 0.05) to increase the expressions of the EGF (day 7, day 14), TGFB1 (day 21) and CCL5 (day 7, day 21) genes as compared with NP/MUP. NP/FO can be suggested as a suitable alternative to NP/MUP in cutaneous wound treatment.",,
Int J Mol Sci,10.3390/ijms20153679,Overexpression of the Oral Mucosa-Specific microRNA-31 Promotes Skin Wound Closure,"Wounds within the oral mucosa are known to heal more rapidly than skin wounds. Recent studies suggest that differences in the microRNAome profiles may underlie the exceptional healing that occurs in oral mucosa. Here, we test whether skin wound-healing can be accelerating by increasing the levels of oral mucosa-specific microRNAs. A panel of 57 differentially expressed high expresser microRNAs were identified based on our previously published miR-seq dataset of paired skin and oral mucosal wound-healing [Sci. Rep. (2019) 9:7160]. These microRNAs were further grouped into 5 clusters based on their expression patterns, and their differential expression was confirmed by TaqMan-based quantification of LCM-captured epithelial cells from the wound edges. Of these 5 clusters, Cluster IV (consisting of 8 microRNAs, including miR-31) is most intriguing due to its tissue-specific expression pattern and temporal changes during wound-healing. The in vitro functional assays show that ectopic transfection of miR-31 consistently enhanced keratinocyte proliferation and migration. In vivo, miR-31 mimic treatment led to a statistically significant acceleration of wound closure. Our results demonstrate that wound-healing can be enhanced in skin through the overexpression of microRNAs that are highly expressed in the privileged healing response of the oral mucosa.",,
Int J Mol Sci,10.3390/ijms241310701,Skin Wound following Irradiation Aggravates Radiation-Induced Brain Injury in a Mouse Model,"Radiation injury- and radiation combined with skin injury-induced inflammatory responses in the mouse brain were evaluated in this study. Female B6D2F1/J mice were subjected to a sham, a skin wound (SW), 9.5 Gy 60Co total-body gamma irradiation (RI), or 9.5 Gy RI combined with a skin puncture wound (RCI). Survival, body weight, and wound healing were tracked for 30 days, and mouse brain samples were collected on day 30 after SW, RI, RCI, and the sham control. Our results showed that RCI caused more severe animal death and body weight loss compared with RI, and skin wound healing was significantly delayed by RCI compared to SW. RCI and RI increased the chemokines Eotaxin, IP-10, MIG, 6Ckine/Exodus2, MCP-5, and TIMP-1 in the brain compared to SW and the sham control mice, and the Western blot results showed that IP-10 and p21 were significantly upregulated in brain cells post-RI or -RCI. RI and RCI activated both astrocytes and endothelial cells in the mouse brain, subsequently inducing blood-brain barrier (BBB) leakage, as shown by the increased ICAM1 and GFAP proteins in the brain and GFAP in the serum. The Doublecortin (DCX) protein, the ""gold standard"" for measuring neurogenesis, was significantly downregulated by RI and RCI compared with the sham group. Furthermore, RI and RCI decreased the expression of the neural stem cell marker E-cadherin, the intermediate progenitor marker MASH1, the immature neuron cell marker NeuroD1, and the mature neuron cell marker NeuN, indicating neural cell damage in all development stages after RI and RCI. Immunohistochemistry (IHC) staining further confirmed the significant loss of neural cells in RCI. Our data demonstrated that RI and RCI induced brain injury through inflammatory pathways, and RCI exacerbated neural cell damage more than RI.",,
Int J Mol Sci,10.3390/ijms20194932,"Cloning, Expression and Effects of P. americana Thymosin on Wound Healing","The American cockroach (Periplaneta americana) is a medicinal insect. Its extract is used clinically to promote wound healing and tissue regeneration, but the effective medicinal components and mechanisms are not yet clear. It has been reported that human thymosin beta 4 (Tβ4) may accelerate skin wound healing, however, the role of P. americana thymosin (Pa-THYs) is still poorly understood. In the present study, we identify and analyze the DNA sequences of Pa-THYs by bioinformatics analysis. Then we clone, express, and purify the Pa-THYs proteins and evaluate the activity of recombinant Pa-THYs proteins by cell migration and proliferation assays in NIH/3T3 cells. To elucidate the role of Pa-THYs in wound healing, a mouse model is established, and we evaluate wound contraction, histopathological parameters, and the expressions of several key growth factors after Pa-THYs treatment. Our results showed that three THY variants were formed by skipping splicing of exons. Pa-THYs could promote fibroblast migration, but have no effect on fibroblast proliferation. In wound repair, Pa-THYs proteins could effectively promote wound healing through stimulating dermal tissue regeneration, angiogenesis, and collagen deposition. On the molecular mechanism, Pa-THYs also stimulated the expression of several key growth factors to promote wound healing. The data suggest that Pa-THYs could be a potential drug for promoting wound repair.",,
Int J Mol Sci,10.3390/ijms241814094,Gintonin-Induced Wound-Healing-Related Responses Involve Epidermal-Growth-Factor-like Effects in Keratinocytes,"Epidermal growth factor (EGF) receptor activation and related downstream signaling pathways are known to be one of the major mechanisms of the proliferation and migration of keratinocytes. The heparin-binding EGF-like growth factor (HB-EGF) binds to EGF receptors and stimulates keratinocyte proliferation and migration. Gintonin, a novel ginseng compound, is a lysophosphatidic acid (LPA) receptor ligand. Gintonin has skin-wound-healing effects. However, the underlying mechanisms for these gintonin actions remain unclear. In this study, we aimed to elucidate the involvement of EGFRs in gintonin-induced wound repair in HaCaT keratinocytes. In this study, a water-soluble tetrazolium salt-based assay, a modified Boyden chamber migration assay, and immunoblotting were performed. Gintonin increased EGF receptor activation in HaCaT cells. However, the gintonin-induced phosphorylation of the EGF receptor was markedly reduced via treatment with the LPA inhibitor Ki16425 or the EGF receptor inhibitor erlotinib. Gintonin-enhanced proliferation and migration were blocked by the EGF receptor inhibitors (erlotinib and AG1478). Additionally, gintonin stimulated the expression and release of HB-EGF in HaCaT cells. EGF receptor inhibitors blocked gintonin-enhanced HB-EGF expression. These results indicate that the wound-healing effects of gintonin are closely related to the collaboration between EGF receptor activation and HB-EGF release-mediated downstream signaling pathways.",,
Int J Mol Sci,10.3390/ijms241713328,"Comparative Study of the Efficacy of EHO-85, a Hydrogel Containing Olive Tree (Olea europaea) Leaf Extract, in Skin Wound Healing","Olive tree (Olea europaea) leaf extract (OELE) has important antioxidant and anti-inflammatory properties, supporting its use in human clinical practice. We recently designed an amorphous hydrogel called EHO-85 (EHO indicates olive leaf extract in Spanish) containing OELE for skin ulcer treatments. Yet, its effectiveness has not been previously compared with other products used in routine clinical practice. This is necessary to evaluate its potential translation to the human clinic. Thus, in this study, the effect of EHO-85 on healing was evaluated in comparison with treatments containing Indian/Asiatic pennywort (Centella asiatica), hyaluronic acid, or dexpanthenol in a rat model. The speed of wound closure and histological parameters after seven and 14 days were analyzed. All treatments accelerated wound closure, but there were differences between them. Dexpanthenol after seven days produced the highest epithelialization and the lowest inflammation and vascularization. EHO-85 also promoted epithelialization and reduced vascularization. After 14 days, wounds treated with EHO-85 showed less inflammation and higher levels of collagen in the extracellular matrix. This indicates a higher degree of maturity in the regenerated tissue. In conclusion, the effect of EHO-85 on healing was equal to or superior to that of other treatments routinely used in human clinical practice. Therefore, these results, together with previous data on the effects of this hydrogel on ulcer healing in humans, indicate that EHO-85 is a suitable, low-cost, and efficient therapeutic option for wound healing.",,
Int J Mol Sci,10.3390/ijms24021304,Zinc- and Copper-Doped Mesoporous Borate Bioactive Glasses: Promising Additives for Potential Use in Skin Wound Healing Applications,"In this study, zinc (Zn)- and copper (Cu)-doped 13-93B3 borate mesoporous bioactive glasses (MBGs) were successfully synthesized using nitrate precursors in the presence of Pluronic P123. We benefited from computational approaches for predicting and confirming the experimental findings. The changes in the dynamic surface tension (SFT) of simulated body fluid (SBF) were investigated using the Du Noüy ring method to shed light on the mineralization process of hydroxyapatite (HAp) on the glass surface. The obtained MBGs were in a glassy state before incubation in SBF. The formation of an apatite-like layer on the SBF-incubated borate glasses was investigated by X-ray diffraction (XRD) and scanning electron microscopy (SEM). The incorporation of Zn and Cu into the basic composition of 13-93B3 glass led to changes in the glass transition temperature (Tg) (773 to 556 °C), particle size (373 to 64 nm), zeta potential (−12 to −26 mV), and specific surface area (SBET) (54 to 123 m2/g). Based on the K-means algorithm and chi-square automatic interaction detection (CHAID) tree, we found that the SFT of SBF is an important factor for the prediction and confirmation of the HAp mineralization process on the glasses. Furthermore, we proposed a simple calculation, based on SFT variation, to quantify the bioactivity of MBGs. The doped and dopant-free borate MBGs could enhance the proliferation of mouse fibroblast L929 cells at a concentration of 0.5 mg/mL. These glasses also induced very low hemolysis (<5%), confirming good compatibility with red blood cells. The results of the antibacterial test revealed that all the samples could significantly decrease the viability of Pseudomonas aeruginosa. In summary, we showed that Cu-/Zn-doped borate MBGs can be fabricated using a cost-effective method and also show promise for wound healing/skin tissue engineering applications, as especially supported by the cell test with fibroblasts, good compatibility with blood, and antibacterial properties.",,
Int J Mol Sci,10.3390/ijms24054607,Flavonoids as Potential Wound-Healing Molecules: Emphasis on Pathways Perspective,"Wounds are considered to be a serious problem that affects the healthcare sector in many countries, primarily due to diabetes and obesity. Wounds become worse because of unhealthy lifestyles and habits. Wound healing is a complicated physiological process that is essential for restoring the epithelial barrier after an injury. Numerous studies have reported that flavonoids possess wound-healing properties due to their well-acclaimed anti-inflammatory, angiogenesis, re-epithelialization, and antioxidant effects. They have been shown to be able to act on the wound-healing process via expression of biomarkers respective to the pathways that mainly include Wnt/β-catenin, Hippo, Transforming Growth Factor-beta (TGF-β), Hedgehog, c-Jun N-Terminal Kinase (JNK), NF-E2-related factor 2/antioxidant responsive element (Nrf2/ARE), Nuclear Factor Kappa B (NF-κB), MAPK/ERK, Ras/Raf/MEK/ERK, phosphatidylinositol 3-kinase (PI3K)/Akt, Nitric oxide (NO) pathways, etc. Hence, we have compiled existing evidence on the manipulation of flavonoids towards achieving skin wound healing, together with current limitations and future perspectives in support of these polyphenolic compounds as safe wound-healing agents, in this review.",,
Int J Mol Sci,10.3390/ijms20194727,In Vitro Evaluation of Novel Hybrid Cooperative Complexes in a Wound Healing Model: A Step Toward Improved Bioreparation,"The effectiveness of hyaluronic acid (HA), also called as hyaluronan, and its formulations on tissue regeneration and epidermal disease is well-documented. High-molecular-weight hyaluronan (HHA) is an efficient space filler that maintains hydration, serves as a substrate for proteoglycan assembly, and is involved in wound healing. Recently, an innovative hybrid cooperative complex (HCC) of high- and low-molecular-weight hyaluronan was developed that is effective in wound healing and bioremodeling. The HCC proposed here consisted of a new formulation and contained 1.6 ± 0.1 kDa HHA and 250 ± 7 kDa LHA (low molecular weight hyaluronic acid). We investigated the performance of this HCC in a novel in vitro HaCaT (immortalized human keratinocytes)/HDF (human dermal fibroblast) co-culture model to assess its ability to repair skin tissue lesions. Compared to linear HA samples, HCC reduced the biomarkers of inflammation (Transforming Growth Factor-β (TGF-β), Tumor Necrosis Factor receptor-α (TNF-α), interleukin-6 (IL-6), and interleukin-8 (IL-8)), and accelerated the healing process. These data were confirmed by the modulation of metalloproteases (MMPs) and elastin, and were compatible with a prospectively reduced risk of scar formation. We also examined the expression of defensin-2, an antimicrobial peptide, in the presence of hyaluronan, showing a higher expression in the HCC-treated samples and suggesting a potential increase in antibacterial and immunomodulatory functions. Based on these in vitro data, the presence of HCC in creams or dressings would be expected to enhance the resolution of inflammation and accelerate the skin wound healing process.",,
Int J Mol Sci,10.3390/ijms15010605,Hypoxic conditioned medium from human amniotic fluid-derived mesenchymal stem cells accelerates skin wound healing through TGF-β/SMAD2 and PI3K/Akt pathways,"In a previous study, we isolated human amniotic fluid (AF)-derived mesenchymal stem cells (AF-MSCs) and utilized normoxic conditioned medium (AF-MSC-norCM) which has been shown to accelerate cutaneous wound healing. Because hypoxia enhances the wound healing function of mesenchymal stem cell-conditioned medium (MSC-CM), it is interesting to explore the mechanism responsible for the enhancement of wound healing function. In this work, hypoxia not only increased the proliferation of AF-MSCs but also maintained their constitutive characteristics (surface marker expression and differentiation potentials). Notably, more paracrine factors, VEGF and TGF-β1, were secreted into hypoxic conditioned medium from AF-MSCs (AF-MSC-hypoCM) compared to AF-MSC-norCM. Moreover, AF-MSC-hypoCM enhanced the proliferation and migration of human dermal fibroblasts in vitro, and wound closure in a skin injury model, as compared to AF-MSC-norCM. However, the enhancement of migration of fibroblasts accelerated by AF-MSC-hypoCM was inhibited by SB505124 and LY294002, inhibitors of TGF-β/SMAD2 and PI3K/AKT, suggesting that AF-MSC-hypoCM-enhanced wound healing is mediated by the activation of TGF-β/SMAD2 and PI3K/AKT. Therefore, AF-MSC-hypoCM enhances wound healing through the increase of hypoxia-induced paracrine factors via activation of TGF-β/SMAD2 and PI3K/AKT pathways.",,
Int J Mol Sci,10.3390/ijms23169346,"Macrophage-Specific, Mafb-Deficient Mice Showed Delayed Skin Wound Healing","Macrophages play essential roles throughout the wound repair process. Nevertheless, mechanisms regulating the process are poorly understood. MAFB is specifically expressed in the macrophages in hematopoietic tissue and is vital to homeostatic function. Comparison of the skin wound repair rates in macrophage-specific, MAFB-deficient mice (Mafbf/f::LysM-Cre) and control mice (Mafbf/f) showed that wound healing was significantly delayed in the former. For wounded GFP knock-in mice with GFP inserts in the Mafb locus, flow cytometry revealed that their GFP-positive cells expressed macrophage markers. Thus, macrophages express Mafb at wound sites. Immunohistochemical (IHC) staining, proteome analysis, and RT-qPCR of the wound tissue showed relative downregulation of Arg1, Ccl12, and Ccl2 in Mafbf/f::LysM-Cre mice. The aforementioned genes were also downregulated in the bone marrow-derived, M2-type macrophages of Mafbf/f::LysM-Cre mice. Published single-cell RNA-Seq analyses showed that Arg1, Ccl2, Ccl12, and Il-10 were expressed in distinct populations of MAFB-expressing cells. Hence, the MAFB-expressing macrophage population is heterogeneous. MAFB plays the vital role of regulating multiple genes implicated in wound healing, which suggests that MAFB is a potential therapeutic target in wound healing.",,
